tag,ratings
unsympathetic hero,3.0
unsympathetic characters,3.8125
unsuspenseful,2.875
unsung masterpiece,3.0
unsubtle,4.25
unstupid,4.5
unsteady-cam,3.9
unsociable people,5.0
unsimulated sex scenes,3.8461538461538463
unsimulated sex,3.4767441860465116
unsexy sex scenes,4.0
unsettling,3.409090909090909
unseen narrator,2.75
unseen killer,4.5
unscripted parts,4.0
unscary cat like sounds,3.5
unscary,3.5
unsatisfying ending,3.6346153846153846
unsatisfying,3.8
unsatisfactory explanation,3.0
unsafisfying,3.0
unsafe drill use,5.0
unresolved feeling,3.5
unresolved ending,2.25
unresolved,3.1041666666666665
unrequited love,3.1875
unrepentant cheating liar,4.0
unremarkable,3.0
unreliable narrators,3.064516129032258
unreliable narrator,4.0
unrelentingly bleak,3.5
unrelatable characters,3.0
unrelatable,3.0
unreflective,3.4
unredeemed,3.0
unreasonable,4.75
unreaslistic,4.0
unrealistic use of A.I.,1.0
unrealistic time lapse,3.0
unrealistic therapist,3.1875
unrealistic story,3.0
unrealistic representation of geologists,2.0
unrealistic plot connections,4.5
unrealistic plot,4.230769230769231
unrealistic physics,4.25
unrealistic kid's movie,1.0
unrealistic fighting,3.3333333333333335
unrealistic ending,3.9
unrealistic dialogue,3.0
unrealistic depiction of race relationships,3.0
unrealistic crap,3.0
unrealistic characters,3.4642857142857144
unrealistic character motivation,4.0
unrealistic but well done,3.375
unrealistic action,3.25
unrealistic,3.5735849056603772
unrealised ideas by creators,4.5
unreal feelengs,1.75
unreal ending,3.5
unreal dialogue,4.0
unreal,3.5
unravelling emotional issues,3.6
unprotected sex,2.5
unpredictable plot,4.0
unpredictable ending,3.5714285714285716
unpredictable,3.5569620253164556
unorthodox,4.25
unoriginal,3.5543478260869565
unobtainium,1.0
unneseccary scenes,5.0
unnerving,3.0
unnecessary-suffering,3.5
unnecessary villain,3.3
unnecessary twist ending,4.0
unnecessary sequel,3.6
unnecessary remake,3.6315789473684212
unnecessary nudity,4.0
unnecessary music,3.5
unnecessary gore,4.0
unnecessary fight scenes,4.25
unnecessary f bombs,4.0
unnecessary f bomb,4.0
unnecessary effects,4.0
unnecessary cursing,3.0
unnecessary characters,4.0
unnecessary action scenes,5.0
unnecessary,3.6923076923076925
unnecessarily sad,2.0
unnecessarily evil villain,2.0
unnecessarily confusing,4.0
unnatached to characters,3.75
unmoving emotions,4.0
unmet expectations,3.5
unmemorable antagonists,3.5
unmemorable actresses,4.0
unmemorable,1.0
unmarried sex,4.5
unlimited bullets,4.0
unlikely romance,3.375
unlikely premise,1.0
unlikely plot turns,4.5
unlikely heroes,2.5
unlikely hero,3.9
unlikely friendships,3.292307692307692
unlikely friendship,3.5
unlikely favorites,3.6666666666666665
unlikely ending,4.0
unlikely,4.25
unlikeable characters,3.451923076923077
unlikeable,3.0
unlikable protagonist,1.0
unlikable love interest,4.0
unlikable characters,3.75
unlikable,4.0
unknown actors,2.5
unjustified twists,4.0
university students,5.0
university,3.7586206896551726
universitate,4.5
universal monsters,3.5
united nations,3.1666666666666665
unique style,4.0
unique story,2.625
unique romantic comedy,4.166666666666667
unique look,3.5
unique lexicon,2.0
unique idea,4.0
unique and purposeful,3.25
unique,3.468152866242038
unions,3.5714285714285716
union strike women,4.0
union,4.071428571428571
uninteresting people,4.0
uninteresting Charecters,4.5
uninteresting,4.0
unintentionally serious,3.0
unintentionally humourous dialogue,2.5
unintentionally funny ending,3.0
unintentionally funny,3.3716216216216215
unintentional kitsch,5.0
unintentional comedy,3.196629213483146
unintelligent,3.6
uninspiring,2.75
uninspired,3.75
unimaginative,3.6785714285714284
uniforms,3.5
unicorns,3.65
unicorn,4.5
unhistorical,3.473684210526316
unheroic heroes,3.6666666666666665
unhappy marriage,3.5
unhappy ending,4.375
unglamorized spy film,3.6666666666666665
unfunny comedy,2.7
unfunny,3.7133333333333334
unfulfilling,3.9
unfulfilled destiny,4.0
unfortunate similarity to real life,4.0
unfortunate lack of theme,5.0
unforgettable,3.5
unforgetable,3.0
unfocused,3.6666666666666665
unflinching,3.5
unfitting soundtrack,3.9166666666666665
unfinished universe,3.0
unfinished storyline,3.5625
unfinished,3.75
unfilmable original work,1.75
unfaithfulness in loving relations,3.0
unfaithfulness,3.1875
unfaithful to source material,3.0
unfair marriage,3.0
unfair ending,3.5
unfair,3.3333333333333335
unexplained things,3.0
unexplained Tom Bombadil monster-characters,4.0
unexplained,2.6666666666666665
unexpectedly terrifying,3.0
unexpected love,3.0
unexpected guests,2.0
unexpected ending,3.25
unexpected end,3.0
unexpected classic from Spielberg,2.0
unexpected,3.4545454545454546
uneventful,4.5
uneven script,3.8333333333333335
uneven quality,3.25
uneven pace,4.5
uneven cast,3.0
uneven acting,4.0
uneven,3.888888888888889
unetical,5.0
unerotic,4.5
unengaging sequel,2.0
unengaging plot,5.0
unengaging,3.8333333333333335
unemployment,3.2083333333333335
unemotional,3.75
undressing,3.2857142857142856
undeveloped female characters,5.0
underworld,4.0
underwhelming ending,3.375
underwhelming,3.625
underwear,3.5
underwater base,0.5
underwater,3.4285714285714284
understated,3.531578947368421
understandable characters,3.6666666666666665
undersea kingdom,3.75
underrated,3.5
underground trains,3.0
underground economy,4.0
underground city,4.0
underground,3.1
underexposed,2.75
underestimates the viewer,5.0
underestimate the audience,2.25
underdogs,3.6666666666666665
underdog,3.6791044776119404
underdeveloped plot,3.5
underdeveloped male lead,2.5
underdeveloped female character,3.0
underdeveloped characters,3.5
underdeveloped,2.5
undercover cops,3.5555555555555554
undercover cop,3.6485148514851486
undercover agent,3.0
undercover,3.4285714285714284
underappreciated,4.0
underage,4.0
under-rated,4.5
under water,4.0
under the bridge,4.5
under played,2.5
undecided,4.5
undead,3.25
uncut version,5.0
uncritical,5.0
uncooperative characters,4.0
unconvincing romance,4.5
unconvincing premise,4.0
unconvincing action scenes,4.5
unconvincing,4.4
unconventional zombies,3.0
unconventional western,3.5
unconventional romance,3.5
unconventional love story,3.5
unconventional friendship,4.0
unconventional ending,1.0
unconventional addiction,5.0
unconventional Western,1.0
unconventional,3.5
uncompromising,3.0
uncomprehensive screenplay and plot,2.75
uncomprehensible,3.0
uncomplicated,5.0
uncomfortable,3.5789473684210527
unclear plot,3.5
unclear message,4.5
unclear ending,2.75
unclear character motives,3.0
unclear,4.166666666666667
uncle,4.1
uncharacteristic behavior,3.5
uncharacteristic,2.0
unchallenging,4.0
uncertain rating,3.5
uncanny valley,4.0
uncanny,3.25
unbiased,4.125
unbeliveable situation,3.0
unbelievably stupid,3.0
unbelievably sexist (even for its time),4.0
unbelievably sad,4.0
unbelievably evil villain cliche,1.5
unbelievably badly written,4.0
unbelievable plot,3.5
unbelievable characters,3.357142857142857
unbelievable accents,4.0
unbelievable,3.55
unbelief,3.3333333333333335
unbearable at times,4.0
unbearable,3.909090909090909
unbalanced,2.5
unapologetically awesome characters,4.0
unanswered questions,3.3125
unanswered love,4.5
unable to have orgasms,3.0
un-western culture,3.0
un-lynch,4.0
un-Bond-like,4.0
ummarti2007,3.3714285714285714
ummarti2006,3.081967213114754
uma thurman,3.3333333333333335
ultraviolence,3.0
ultralight,3.0
ultra-violence,3.7222222222222223
ultimately cliched,3.5
ultimate weapon,3.5
ulhas,2.5
ulcer,5.0
ukulele,3.5
ukraine,3.5454545454545454
uk-usa,3.0
uk,3.0
ugly woman,3.625
ugly female lead,4.0
ugly duckling,4.0
ugly cinematography,2.0
ugly cg,2.0
ugly art design,1.0
ugly = bad,2.5
ugly,3.5714285714285716
ugliness of the commoner,3.0
ugh,4.125
ufos,4.5
ufo,3.0
ufc,3.5
ub recommended,2.5
u2 song,3.0
u can touch the fish,3.0
tyres,3.25
tyrannosaurus rex,3.5
typography is important to cinematography,4.0
typography,3.875
typically french,2.0
typically Tarantino,3.0
typical plot,3.0
typical julia roberts,3.0
typical horror,3.0
typical hollywood crap,2.5
typical coming of age story,3.0
typical comedy,4.0
typical Tom Hanks,3.5
typical Ron Howard,3.0
typical John Houston,4.0
typical John Grisham,5.0
typical,3.8
typhus,4.5
typewriter,3.4
typecasting,3.5
tyler perry,3.5
two wrongly-judged eighteen-year-olds making love with vampires,4.0
two thumbs up!,3.5
two strip technicolor,4.0
two men war,3.5
two hours of suck,3.0
two great actors on screen for two hours!,2.0
twitching eye,2.5
twisty,4.0
twists and turns,3.6666666666666665
twists & turns,3.553892215568862
twists,3.5
twisted time line,3.5
twisted morale,4.5
twisted genius,3.5
twisted fairytale,1.0
twisted ending,3.4074074074074074
twisted end,3.0
twisted,3.3947368421052633
twist-ending,3.0
twist the dance,4.0
twist that wasn't,3.0
twist on classic story,3.0
twist endings,4.5
twist ending but not really,3.5
twist ending,3.522815325010762
twist downer ending,3.5
twist creates plot holes,2.75
twist after twist,3.5
twist,3.711340206185567
twins/inter-related lives?,3.0
twins/inter-related lives,3.7857142857142856
twins separated at birth,3.5
twins,3.610294117647059
twin towers,3.25
twelfth night,2.0
twee,4.5
tv-quality,3.5
tv spinoff,3.4
tv show not a film,3.5
tv show,3.7
tv series is much better,4.0
tv series,3.3055555555555554
tv remake,3.5
tv quality,3.0
tv movie,4.5
tv miniseries,3.25
tv channel,3.5
tv,3.625
tuscany,4.0
turtles,2.5
turtle,4.166666666666667
turntablism,4.0
turning life around,3.0
turning a new leaf,4.5
turn it up,3.5
turn around,5.0
turmeric,3.5
turkish music,4.125
turkish,4.0
turkey's voice,2.0
turkey,3.0
turd,4.0
tuppence middleton,3.5
tunnels,3.4
tunnel escape,3.0
tulip,3.75
tuk-tuks,4.0
tuesday,2.5
tuberculosis,3.3333333333333335
tsunami,4.0
tsui hark,3.4
trying too hard to be indie-cool,4.0
trying too hard,4.5
trying to hard,4.5
trying to be smart and failing embarrassingly,5.0
trying to be indie,3.5
trying to be fight club,3.0
try,1.5
truthy (i'm so honest!),2.0
truth vs. fantasy,3.0
truth about mormon history,1.0
truth,3.526315789473684
trust no one,3.9
trust,3.4166666666666665
truly great western,4.5
truly dazzling,4.0
true to novel,3.5
true to life,3.6818181818181817
true to book,1.0
true story!,3.0
true story,3.5168495297805644
true meaning of love,3.0
true love story,3.5
true love,3.8461538461538463
true crime,4.0
true,4.5
trucks,3.4583333333333335
truckers,3.75
truck,3.875
truant,4.0
truancy,3.5
troyan horse,3.0
troy library,3.5
troubled production,3.1666666666666665
trouble,3.0
tror det er hans mest vellykkede film,4.0
tropical setting,4.5
tropical,4.071428571428571
trophy wife,3.0
trophy boyfriend,2.0
troma,3.0
trolls,3.4705882352941178
trojan,3.5
trivializes mental illness,4.5
trivial ending,4.0
trivial,3.2857142857142856
triumphant,3.5
trite plot,2.5
trite,3.5588235294117645
trippy,3.5681818181818183
tripods,5.0
tripe,3.25
trip,2.0
trinity,3.0
trilogy:Qatsi,4.25
trilogy:Jason Bourne,5.0
trilogy:Apu,4.0
trilogy,3.8043478260869565
triller religion,4.5
triggering,2.5
tries too hard,3.2
tries to be shocking,4.5
tries to be quirky,4.5
tries to be funny,4.0
tries to be controversial,4.0
tries to be both black comedy,4.0
trier family,2.5
tried too hard,3.75
tried to be funny and failed,4.5
tricycle,3.375
tricky,3.107142857142857
tricked to leave,3.5
trick,4.0
tribute,4.0
tribal,3.4166666666666665
trials of youth,5.0
trials and tribulations,3.0
trial,3.5454545454545454
trey parker,4.0
tres bien faite,0.5
trent reznor,4.5
trendy,4.0
trend setting,0.5
trend maker,4.0
trench warfare,3.0
trekie,3.0
trees,3.25
tree rape,3.0
tree house,4.5
tree climbing,4.0
treasure hunting,4.0
treasure hunt,3.64
treasure,3.5377358490566038
treason,2.95
treachery,3.0625
travolta,2.75
travesty of film,4.5
travesty,3.3
travelogue,3.0
travelling,2.75
traveling,4.285714285714286
travel film,3.5
travel,3.663265306122449
traumatic childhood,4.333333333333333
traumatic,4.333333333333333
trauma,3.0
trashy,3.7
trash,3.7
traps,4.1
trapped,3.0
trap,4.0
tranvestism,4.5
transvetism,3.0
transvestites,3.9166666666666665
transvestite,3.375
transvestism,3.4583333333333335
transsexuals,3.0
transsexual,3.75
transposition,2.0
transplants,4.0
transplant,3.0
transphobic,2.0
transphobia,3.7
transmisogyny,5.0
translucid aliens,4.5
translation,3.5
transitions a bit abruptly,5.0
transition,3.125
transit,4.0
transhumanist,2.0
transhumanism,3.55
transgressive,3.0
transgendered,3.625
transgender folklore,5.0
transgender,3.511764705882353
transformers,3.5
transformative performance,3.5
transformation scene,4.0
transformation,3.6219512195121952
transference,3.0
transexual,3.0
transendental,3.0
transdimensional fighting,4.0
transcendentialist,3.0
transcendental,4.0
transcendent,4.333333333333333
tranquilizers,0.5
tranny,2.0
tramway,2.5
trampolines,2.0
tramp,3.0
traitor,3.35
trainspotting,3.0
trains,3.4743589743589745
training montage,3.8125
training,4.2
trainer,4.0
train trip,3.5
train station,3.5
train robbery,2.75
train crash,2.75
train,3.675925925925926
trailer was misleading,3.1666666666666665
trailer was better than the movie,3.0
trailer park,0.5
trailer home,3.125
trailer gives it away,3.0
trailblazing,3.5
trail through the woods,4.0
tragicomic,3.0
tragicomedy,3.611111111111111
tragically stupid,3.75
tragically bad,4.5
tragic lovestory,5.0
tragic hero,3.4285714285714284
tragic events as comedy,3.1
tragic ending,3.75
tragic end,2.5
tragic drama.,4.3
tragic childhood,2.5
tragic,3.4705882352941178
tragedy in the setting of comedy,4.0
tragedy,3.6203703703703702
trafficking,2.0
traffic accident,3.25
traditional,4.25
tradition,3.0
trading places,2.9
tradegy,3.5
track and field,3.6666666666666665
tps,2.0
toys,3.627906976744186
toyota,3.5
toy store,4.0
toy maker,3.5
toy,4.5
toxic waste,2.75
toxic relationship,4.0
town vs. country,3.75
tower,3.0
tournament,2.75
tourists,2.7666666666666666
tourism,4.0
touring,0.5
tourette,4.0
tour,4.0
tounge in cheek,4.0
tough-life,4.0
tough topics,2.0
tough love,3.0
tough guy,4.333333333333333
tough girl,3.5
tough cop,3.0
tough choices,5.0
tough,1.6666666666666667
touchy,5.0
touching story,3.5
touching romance,2.5
touching in parts,4.0
touching classic,2.0
touching,3.5256064690026956
totalmente excelente,4.0
totally overlooked,3.0
totally awesome,4.5
totalitarianism,3.675675675675676
totalitarian state,4.5
total bollocks,4.25
toshiro mifune,3.033333333333333
torture porn,3.6666666666666665
torture as a method of treatment,2.0
torture (scene),3.6
torture,3.578754578754579
torro,4.5
torres strait islands,4.0
torrential downpour,2.9313725490196076
torrente,4.0
torrance california,4.5
toronto,3.75
tornados,3.6666666666666665
tornado,3.409090909090909
tormenting,3.5
tor h,3.75
toplist14,2.5789473684210527
toplist13,3.6666666666666665
toplist12,3.95
toplist11,4.3
toplist10,4.447368421052632
toplist09,3.9
toplist08,4.2727272727272725
toplist07,3.6944444444444446
toplist06,3.611111111111111
toplist05,3.0
toplist,2.75
topless scene,4.0
topless female nudity,4.0
topless ducks,3.0
topic:union activism,3.0
topic:typography,2.75
topic:theatre,4.0
topic:television game show,2.0
topic:suicide,2.5
topic:slavery,2.0
topic:sexism,3.0
topic:sex work,3.0
topic:religion,4.0
topic:racism,5.0
topic:propaganda,3.0833333333333335
topic:police corruption,3.5
topic:managed health care,1.0
